artist,weeks,,,,,,,
Al Corley,5,,,,,,,
Janey Street,5,,,,,,,
Ultravox,5,,,,,,,
Insane Clown Posse,5,,,,,,,
Around The Way,5,,,,,,,
Evelyn Thomas,5,,,,,,,
Bus Boys,5,,,,,,,
Clocks,5,,,,,,,
Five Special,5,,,,,,,
The Keane Brothers,5,,,,,,,
The Sevilles,5,,,,,,,
Glen Campbell/Anne Murray,5,,,,,,,
Julie Andrews-Dick Van Dyke,5,,,,,,,
Jack Laforge His Piano and Orchestra,5,,,,,,,
Martin Garrix Featuring Khalid,5,,,,,,,
6ix9ine Featuring DJ SPINKING,5,,,,,,,
Post Malone Featuring Swae Lee,5,,,,,,,
B.o.B Featuring Priscilla,5,,,,,,,
Kid Cudi Featuring Kanye West,5,,,,,,,
Pharoahe Monch,5,,,,,,,
Sammy Kershaw,5,,,,,,,
Mona Lisa,5,,,,,,,
Julio Iglesias Featuring Stevie Wonder,5,,,,,,,
Gary O',5,,,,,,,
Tasha Thomas,5,,,,,,,
Loleatta Holloway And Bunny Sigler,5,,,,,,,
Mick Jackson,5,,,,,,,
Kenny Starr,5,,,,,,,
Shirley Caesar,5,,,,,,,
Dick Feller,5,,,,,,,
Martha Reeves,5,,,,,,,
Bill Wyman,5,,,,,,,
The Galens,5,,,,,,,
The DeCastro Sisters,5,,,,,,,
Trevor Daniel x Selena Gomez,5,,,,,,,
The Game Featuring Jeremih,5,,,,,,,
Jay Z Kanye West Featuring Frank Ocean,5,,,,,,,
Rihanna Featuring Slash,5,,,,,,,
Remy Ma,5,,,,,,,
Gorillaz Featuring Shaun Ryder,5,,,,,,,
Tupac With Eminem Featuring The Outlawz,5,,,,,,,
Group Home,5,,,,,,,
Burt Reynolds,5,,,,,,,
Carolyne Mas,5,,,,,,,
Suzy And The Red Stripes,5,,,,,,,
Debbie Campbell,5,,,,,,,
Ray Ellis And His Orchestra,5,,,,,,,
The Scaffold,5,,,,,,,
Georgia Gibbs,5,,,,,,,
Metro Boomin Featuring Offset & Drake,5,,,,,,,
Don Omar & Lucenzo,5,,,,,,,
Andrea Martin,5,,,,,,,
J. Cole Featuring Amber Coffman & The Cults,5,,,,,,,
T.I. Featuring Eminem,5,,,,,,,
Lil Bow Wow Featuring Jagged Edge & Fundisha,5,,,,,,,
Spys,5,,,,,,,
Yipes!!,5,,,,,,,
Dan Peek,5,,,,,,,
Cazz,5,,,,,,,
Tom Powers,5,,,,,,,
Cooker,5,,,,,,,
Buckwheat,5,,,,,,,
The Newcomers,5,,,,,,,
Feather,5,,,,,,,
Helena Ferguson,5,,,,,,,
Johnny Lytle,5,,,,,,,
Cornbread & Biscuits,5,,,,,,,
Jason Derulo Featuring Adam Levine,5,,,,,,,
Travis Scott Featuring Lil Uzi Vert & Kanye West,5,,,,,,,
Blac Youngsta,5,,,,,,,
Huncho Jack,5,,,,,,,
Cobra Starship,5,,,,,,,
Trent Tomlinson,5,,,,,,,
Andrew Seeley,5,,,,,,,
Christina Aguilera Featuring Missy Elliott,5,,,,,,,
Angie Martinez Featuring Kelis,5,,,,,,,
Philly's Most Wanted,5,,,,,,,
D'Angelo Featuring Method Man And Redman,5,,,,,,,
Ivory,5,,,,,,,
Gyrl,5,,,,,,,
Midge Ure,5,,,,,,,
Bros,5,,,,,,,
Bobby Womack & Patti LaBelle,5,,,,,,,
Conductor,5,,,,,,,
Cotton, Lloyd & Christian,5,,,,,,
Russell Byrd,5,,,,,,,
Carlos Santana & Buddy Miles,5,,,,,,,
Jamestown Massacre,5,,,,,,,
Alive 'N Kickin',5,,,,,,,
The Formations,5,,,,,,,
The Last Word,5,,,,,,,
Mike Williams,5,,,,,,,
The Greenwoods,5,,,,,,,
The Greenwood County Singers,5,,,,,,,
Mickey Shorr and The Cutups,5,,,,,,,
The Big Sound Of Don Ralke,5,,,,,,,
Ivan,5,,,,,,,
Don Omar,5,,,,,,,
Lee DeWyze,5,,,,,,,
Beyonce Featuring Lady Gaga,5,,,,,,,
Iconz Featuring Tony Manshino,5,,,,,,,
Smif-N-Wessun,5,,,,,,,
The Northern Pikes,5,,,,,,,
Southside Johnny & The Jukes,5,,,,,,,
Platinum Blonde,5,,,,,,,
The Headboys,5,,,,,,,
Bruce Foster,5,,,,,,,
John Wesley Ryles, I,5,,,,,,
Flavor,5,,,,,,,
The Show Stoppers,5,,,,,,,
David Houston & Tammy Wynette,5,,,,,,,
The Ivy League,5,,,,,,,
The Knight Bros.,5,,,,,,,
Mel Gadson,5,,,,,,,
Sammy Masters,5,,,,,,,
Eugene Church,5,,,,,,,
Cardi B Featuring SZA,5,,,,,,,
Jonas Blue Featuring Dakota,5,,,,,,,
Empire Of The Sun,5,,,,,,,
Cartel,5,,,,,,,
M:G,5,,,,,,,
Tasha Holiday,5,,,,,,,
The Venetians,5,,,,,,,
Urgent,5,,,,,,,
J. Blackfoot,5,,,,,,,
Club House,5,,,,,,,
Together? (Soundtrack) Featuring Jackie DeShannon,5,,,,,,,
The Boomtown Rats,5,,,,,,,
Shoes,5,,,,,,,
Bama,5,,,,,,,
Glenn Sutton,5,,,,,,,
Christopher Paul And Shawn,5,,,,,,,
Grand Canyon,5,,,,,,,
Bob Dylan/The Band,5,,,,,,,
Heartsfield,5,,,,,,,
The New Yorkers,5,,,,,,,
Paris Sisters,5,,,,,,,
The Satisfactions,5,,,,,,,
Sugar Pie DeSanto,5,,,,,,,
Oscar McLollie and Jeanette Baker,5,,,,,,,
Gunna & Future,5,,,,,,,
Polo G & Lil Wayne,5,,,,,,,
Juice WRLD & Young Thug,5,,,,,,,
Kid LAROI & Juice WRLD,5,,,,,,,
Jeannie Ortega Featuring Papoose,5,,,,,,,
Dilated Peoples Featuring Kanye West,5,,,,,,,
Brian McKnight Featuring Jermaine Dupri,5,,,,,,,
Johnny O,5,,,,,,,
Jellybean Featuring Niki Haris,5,,,,,,,
Quincy Jones With Tevin Campbell,5,,,,,,,
Streets,5,,,,,,,
Rufus With Chaka Khan,5,,,,,,,
John Lennon/Plastic Ono Band With Elephant's Memory,5,,,,,,,
Audience,5,,,,,,,
John & Anne Ryder,5,,,,,,,
Inez & Charlie Foxx,5,,,,,,,
Bonnie & The Treasures,5,,,,,,,
Richard Burton,5,,,,,,,
Trippie Redd Featuring Juice WRLD,5,,,,,,,
Moneybagg Yo & Future,5,,,,,,,
G Herbo Featuring Chance The Rapper, Juice WRLD & Lil Uzi Vert,5,,,,,,
Travie McCoy Featuring Jason Mraz,5,,,,,,,
Enrique Iglesias Featuring Juan Luis Guerra,5,,,,,,,
Corbin Bleu,5,,,,,,,
Jermaine Dupri Featuring Nate Dogg,5,,,,,,,
PRINCE BE & Ky-Mani,5,,,,,,,
Phajja,5,,,,,,,
Toby Keith With Sting,5,,,,,,,
King Just,5,,,,,,,
Jesse Jaymes,5,,,,,,,
Good Question,5,,,,,,,
Hughes/Thrall,5,,,,,,,
Rodway,5,,,,,,,
Kano,5,,,,,,,
The Sons Of Champlin,5,,,,,,,
Susan Jacks,5,,,,,,,
Nino & The Ebb Tides,5,,,,,,,
The Preludes Five,5,,,,,,,
Louise Brown,5,,,,,,,
Hank Wilson,5,,,,,,,
Independents,5,,,,,,,
The Crystal Mansion,5,,,,,,,
Southwest F.O.B.,5,,,,,,,
Lemon Pipers,5,,,,,,,
The Enchanters,5,,,,,,,
Little Esther Phillips,5,,,,,,,
The Jive Five With Eugene Pitts,5,,,,,,,
Danny & The Juniors with Freddy Cannon,5,,,,,,,
The Blue Diamonds,5,,,,,,,
Wade Flemons and the Newcomers,5,,,,,,,
Drake Featuring Michael Jackson,5,,,,,,,
Hey Violet,5,,,,,,,
Ciara Featuring Nicki Minaj,5,,,,,,,
Artists For Haiti,5,,,,,,,
Kirk Franklin Featuring Mary J. Blige, Bono, R. Kelly, Crystal Lewis & The Family,5,,,,
Mag 7,5,,,,,,,
Shwayze Featuring Cisco Adler,5,,,,,,,
Nas Featuring will.i.am,5,,,,,,,
Reina,5,,,,,,,
Ricky Martin Featuring Meja,5,,,,,,,
Skin Deep Featuring Li'l Kim Of Junior M.A.F.I.A.,5,,,,,,,
Funkdoobiest,5,,,,,,,
Notorious,5,,,,,,,
Kissing The Pink,5,,,,,,,
Heaven 17,5,,,,,,,
The Gibson Brothers,5,,,,,,,
Euclid Beach Band,5,,,,,,,
Kathy Dalton,5,,,,,,,
Maceo And The Macks,5,,,,,,,
Alvin Cash,5,,,,,,,
The Masqueraders,5,,,,,,,
Hamilton Camp,5,,,,,,,
Tim Tam And The Turn-Ons,5,,,,,,,
Roddie Joy,5,,,,,,,
Lefty Frizzell,5,,,,,,,
The Hippies (Formerly The Tams),5,,,,,,,
42 Dugg Featuring Future,5,,,,,,,
MoneyBagg Yo Featuring Lil Baby,5,,,,,,,
Plies,5,,,,,,,
Gym Class Heroes Featuring The-Dream,5,,,,,,,
Pastor Troy Featuring Ms. Jade,5,,,,,,,
Eve & Jadakiss,5,,,,,,,
Joe Perkins,5,,,,,,,
Dreamlovers,5,,,,,,,
Jerry Butler and The Impressions,5,,,,,,,
Garth Brooks & Blake Shelton,5,,,,,,,
Post Malone Featuring Future & Halsey,5,,,,,,,
6ix9ine Featuring Anuel AA,5,,,,,,,
Migos Featuring Post Malone,5,,,,,,,
Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno,5,,,,,,
Quavo & Lil Yachty,5,,,,,,,
Ben Rector,5,,,,,,,
Nicki Minaj Featuring Eminem,5,,,,,,,
Lorenzo Lamas,5,,,,,,,
Arpeggio,5,,,,,,,
Donna McDaniel,5,,,,,,,
L.A. Jets,5,,,,,,,
Lana Cantrell,5,,,,,,,
Willie Henderson,5,,,,,,,
The Four Sportsmen,5,,,,,,,
Donny Hathaway And June Conquest,5,,,,,,,
Johnny Winter,5,,,,,,,
The Rattles,5,,,,,,,
The Swingin' Medallions,5,,,,,,,
Little Jo Ann,5,,,,,,,
Saverio Saridis,5,,,,,,,
benny blanco, Tainy, Selena Gomez & J Balvin,5,,,,,
Iggy Azalea Featuring Jennifer Hudson,5,,,,,,,
Snow Patrol Featuring Martha Wainwright,5,,,,,,,
4 The Cause,5,,,,,,,
Coldplay With Jay-Z,5,,,,,,,
DragonForce,5,,,,,,,
Paul Wall Featuring Big Pokey,5,,,,,,,
Damizza Presents Shade Sheist Featuring Nate Dogg & Kurupt,5,,,,,,,
Big Bub Featuring Queen Latifah & Heavy D,5,,,,,,,
Samantha Cole,5,,,,,,,
2 Hyped Brothers & A Dog,5,,,,,,,
Kiara (Duet With Shanice Wilson),5,,,,,,,
Luis Cardenas,5,,,,,,,
The American Comedy Network,5,,,,,,,
The Stompers,5,,,,,,,
Fred Parris & The Five Satins,5,,,,,,,
Buckeye,5,,,,,,,
Bob Mcgilpin,5,,,,,,,
Easy Street,5,,,,,,,
Bro Smith,5,,,,,,,
Chocolate Milk,5,,,,,,,
George Fischoff,5,,,,,,,
The Paragons,5,,,,,,,
Adrian Kimberly,5,,,,,,,
The Wackers,5,,,,,,,
Everything Is Everything,5,,,,,,,
The Candymen,5,,,,,,,
The Mar-Keys,5,,,,,,,
The Vacels,5,,,,,,,
Nella Dodds,5,,,,,,,
The Superbs,5,,,,,,,
Siw Malmkvist-Umberto Marcato,5,,,,,,,
Calvin Harris X The Weeknd,5,,,,,,,
Labrinth, Sia & Diplo Present... LSD,5,,,,,,
Ricky Martin Featuring Fat Joe & Amerie,5,,,,,,,
Rebecca Lynn Howard,5,,,,,,,
Puff Daddy Featuring Mario Winans & Hezekiah Walker & The Love Fe,5,,,,,,,
Kanye West Featuring Young Jeezy,5,,,,,,,
JC Chasez Featuring Dirt McGirt,5,,,,,,,
St. Lunatics,5,,,,,,,
Sammy Kershaw & Lorrie Morgan,5,,,,,,,
Maureen Steele,5,,,,,,,
Rubber Rodeo,5,,,,,,,
All Sports Band,5,,,,,,,
The Rings,5,,,,,,,
Deliverance,5,,,,,,,
The Blend,5,,,,,,,
Bob Weir,5,,,,,,,
Blue,5,,,,,,,
Terry Bradshaw,5,,,,,,,
Nektar,5,,,,,,,
The Delacardos,5,,,,,,,
Herb Lance & The Classics,5,,,,,,,
New Riders Of The Purple Sage,5,,,,,,,
Johnny and The Expressions,5,,,,,,,
Ian Whitcomb,5,,,,,,,
Steve Allen and His Orchestra with The Copacabana Trio,5,,,,,,,
Dale Wright And The Wright Guys With the Dons,5,,,,,,,
Blxst & Tyga Featuring Ty Dolla $ign,5,,,,,,,
Runaway June,5,,,,,,,
ScHoolboy Q, 2 Chainz & Saudi,5,,,,,,
Galantis,5,,,,,,,
Diana DeGarmo,5,,,,,,,
The Roc Project Featuring Tina Arena,5,,,,,,,
P!nk Featuring William Orbit,5,,,,,,,
Fred Schneider,4,,,,,,,
Amazulu,4,,,,,,,
Jackie English,4,,,,,,,
Cugini,4,,,,,,,
The London Symphony Orchestra/John Williams,4,,,,,,,
Whirlwind,4,,,,,,,
S.S.O.,4,,,,,,,
The Fantastics,4,,,,,,,
The Blossoms,4,,,,,,,
Casinos,4,,,,,,,
Bonnie Guitar,4,,,,,,,
Blueface & Rich The Kid,4,,,,,,,
Future & Young Thug Featuring Offset,4,,,,,,,
Flume Featuring Tove Lo,4,,,,,,,
PIKOTARO,4,,,,,,,
Bridgit Mendler, Adam Hicks, Naomi Scott & Hayley Kiyoko,4,,,,,
Snoop Dogg Featuring T-Pain,4,,,,,,,
BRAVO All Stars,4,,,,,,,
Roscoe Dash,4,,,,,,,
The Cheetah Girls,4,,,,,,,
Spacemonkeyz,4,,,,,,,
Peggy Scott-Adams,4,,,,,,,
MC Ren,4,,,,,,,
Rapination & Kym Mazelle,4,,,,,,,
Troy Newman,4,,,,,,,
Mica Paris,4,,,,,,,
Easterhouse,4,,,,,,,
Debbie Jacobs,4,,,,,,,
John Dawson Read,4,,,,,,,
Rusty Wier,4,,,,,,,
The Goodies,4,,,,,,,
April,4,,,,,,,
Otis Williams And His Charms,4,,,,,,,
The Rondels,4,,,,,,,
"The ""5"" Royales",4,,,,,,,
Drupi,4,,,,,,,
Tony Cole,4,,,,,,,
Porter Wagoner,4,,,,,,,
Lou Donaldson,4,,,,,,,
The Lewis & Clarke Expedition,4,,,,,,,
Ike Clanton,4,,,,,,,
Sonny Spencer,4,,,,,,,
Joe Medlin,4,,,,,,,
DaBaby Featuring YoungBoy Never Broke Again,4,,,,,,,
Internet Money, Lil Tecca & A Boogie Wit da Hoodie,4,,,,,,
Calvin Harris Featuring Kehlani & Lil Yachty,4,,,,,,,
Nate Ruess,4,,,,,,,
Alice In Chains,4,,,,,,,
Mudvayne,4,,,,,,,
Maria Mena,4,,,,,,,
Kenny Rogers & Dolly Parton,4,,,,,,,
Robert Gordon,4,,,,,,,
Charles Fox,4,,,,,,,
Ellen Foley,4,,,,,,,
Belle Epoque,4,,,,,,,
Larry Gatlin,4,,,,,,,
Johnny T. Angel,4,,,,,,,
Southcote,4,,,,,,,
Gary & Dave,4,,,,,,,
Teddy Vann,4,,,,,,,
Billie Sans,4,,,,,,,
C.C.S.,4,,,,,,,
Jack Wild,4,,,,,,,
The Mauds,4,,,,,,,
The Ribbons,4,,,,,,,
The Miniature Men,4,,,,,,,
Danny Peppermint and the Jumping Jacks,4,,,,,,,
Eddie and Betty,4,,,,,,,
Ivan Cornejo,4,,,,,,,
Lil Durk, 6LACK & Young Thug,4,,,,,,
Ed Sheeran & Travis Scott,4,,,,,,,
Dennis Lloyd,4,,,,,,,
Calvin Harris Featuring Future & Khalid,4,,,,,,,
Maejor Ali Featuring Juicy J & Justin Bieber,4,,,,,,,
Dolla Featuring T-Pain & Tay Dizm,4,,,,,,,
American Idol Finalists Season 4,4,,,,,,,
Obie Trice Featuring Nate Dogg,4,,,,,,,
Queen Pen Featuring Teddy Riley, Nutta Butta, Markell & Jesse Wes,4,,,,,
Youssou N'Dour & Neneh Cherry,4,,,,,,,
Freedom Williams,4,,,,,,,
Far Corporation,4,,,,,,,
Twennynine Featuring Lenny White,4,,,,,,,
Breathless,4,,,,,,,
The Hollywood Stars,4,,,,,,,
Romeo & Juliet Soundtrack,4,,,,,,,
The Smoke Ring,4,,,,,,,
Barry Ryan,4,,,,,,,
Jimmy Delphs,4,,,,,,,
Prince Buster,4,,,,,,,
Thee Midniters,4,,,,,,,
The Toy Dolls,4,,,,,,,
David Thorne,4,,,,,,,
Stan Robinson,4,,,,,,,
Jan & Arnie,4,,,,,,,
Smiley Featuring Drake,4,,,,,,,
Juice WRLD & Trippie Redd,4,,,,,,,
Roddy Ricch Featuring Meek Mill,4,,,,,,,
Bhad Bhabie,4,,,,,,,
Isyss Featuring Jadakiss,4,,,,,,,
All City,4,,,,,,,
Subway,4,,,,,,,
Belly,4,,,,,,,
Eric B. & Rakim,4,,,,,,,
Yasmin,4,,,,,,,
KBC Band,4,,,,,,,
Giorgio Moroder (Featuring Paul Engeman),4,,,,,,,
Southside Johnny & The Asbury Jukes,4,,,,,,,
Randy Brown,4,,,,,,,
The Deadly Nightshade,4,,,,,,,
The Fun And Games,4,,,,,,,
The Wildweeds,4,,,,,,,
The Four-Evers,4,,,,,,,
Dean Christie,4,,,,,,,
Ray Ellis,4,,,,,,,
Ray Conniff His Orchestra And Chorus,4,,,,,,,
Jack Harlow Featuring Big Sean,4,,,,,,,
6ix9ine Featuring Nicki Minaj & Kanye West,4,,,,,,,
Hoodie Allen Featuring Ed Sheeran,4,,,,,,,
Matt McAndrew,4,,,,,,,
Kristen Bell & Santino Fontana,4,,,,,,,
Stagga Lee,4,,,,,,,
Yasmeen Featuring Ghostface Killah,4,,,,,,,
Snoop Dogg Featuring Tyrese & Mr. Tan,4,,,,,,,
Bonnie Raitt With Bryan Adams,4,,,,,,,
K.T.P.,4,,,,,,,
Anson Williams,4,,,,,,,
The Atlanta Disco Band,4,,,,,,,
Les McCann & Eddie Harris,4,,,,,,,
Merv Griffin,4,,,,,,,
Circus,4,,,,,,,
Los Pop Tops,4,,,,,,,
The Rainy Daze,4,,,,,,,
The Metros,4,,,,,,,
The Vejtables,4,,,,,,,
The Swans,4,,,,,,,
Edmundo Ros and His Orchestra,4,,,,,,,
Doug Franklin With The Bluenotes,4,,,,,,,
Machine Gun Kelly, X Ambassadors & Bebe Rexha,4,,,,,,
Joe Jonas,4,,,,,,,
Angel City Featuring Lara McAllen,4,,,,,,,
TRUSTcompany,4,,,,,,,
Ron And The D.C. Crew,4,,,,,,,
Curtie & The Boom Box,4,,,,,,,
Paul Hyde & Payolas,4,,,,,,,
Single Bullet Theory,4,,,,,,,
Rockie Robbins,4,,,,,,,
The Tourists,4,,,,,,,
Wendy Waldman,4,,,,,,,
British Lions,4,,,,,,,
Champagne,4,,,,,,,
The Choice Four,4,,,,,,,
Randy Edelman,4,,,,,,,
Paula Webb,4,,,,,,,
The First Class,4,,,,,,,
Sylvia And The Moments,4,,,,,,,
The Magic Lantern,4,,,,,,,
MC5,4,,,,,,,
Rock & Roll Double Bubble,4,,,,,,,
Hank Ballard,4,,,,,,,
Eslabon Armado Featuring DannyLux,4,,,,,,,
Post Malone Featuring Meek Mill & Lil Baby,4,,,,,,,
Eminem Featuring Beyonce,4,,,,,,,
Quincy Jones Introducing Tamia,4,,,,,,,
Me Phi Me,4,,,,,,,
Arthur Baker Featuring Nikeeta,4,,,,,,,
Special Generation,4,,,,,,,
Book Of Love,4,,,,,,,
Dragon,4,,,,,,,
John Belushi,4,,,,,,,
The Steve Gibbons Band,4,,,,,,,
Jerry Naylor,4,,,,,,,
National Lampoon,4,,,,,,,
Rockin' Rebels,4,,,,,,,
Johnny Gibson,4,,,,,,,
Frankie Lymon,4,,,,,,,
Elton Anderson With Sid Lawrence Combo,4,,,,,,,
Pat and the Satellites,4,,,,,,,
Bobby Pedrick, Jr.,4,,,,,,
Tommy Mara,4,,,,,,,
Trippie Redd Featuring Juice WRLD & YNW Melly,4,,,,,,,
Offset,4,,,,,,,
Quavo, Takeoff & Offset,4,,,,,,
Descendants 2 Cast,4,,,,,,,
2Pac Featuring Nate Dogg,4,,,,,,,
The Peace Choir,4,,,,,,,
Betty Boo,4,,,,,,,
Mantronix Featuring Wondress,4,,,,,,,
Yazz And The Plastic Population,4,,,,,,,
Laban,4,,,,,,,
Peter Tosh,4,,,,,,,
Flash And The Pan,4,,,,,,,
Bandit,4,,,,,,,
Pratt & McClain,4,,,,,,,
James Last,4,,,,,,,
Kevin Johnson,4,,,,,,,
The Electric Express,4,,,,,,,
Tony Burrows,4,,,,,,,
The Soul Clan,4,,,,,,,
The Unknowns,4,,,,,,,
Dallas Frazier,4,,,,,,,
David Hill,4,,,,,,,
Young Thug Featuring Gunna & Lil Baby,4,,,,,,,
The Weeknd Featuring Kendrick Lamar,4,,,,,,,
Artists Of Then, Now & Forever,4,,,,,,
Young The Giant,4,,,,,,,
The Alchemist Featuring Prodigy, Illa Ghee & Nina Sky,4,,,,,,
Rayvon,4,,,,,,,
The Flavor Unit MC's,4,,,,,,,
The Del Fuegos,4,,,,,,,
Mink De Ville,4,,,,,,,
Gentle Persuasion,4,,,,,,,
Cooper Brothers Band,4,,,,,,,
Cody Jameson,4,,,,,,,
The Rowans,4,,,,,,,
Brown Sugar,4,,,,,,,
Aretha Franklin With James Cleveland & The Southern California Community Choir,4,,,,,,,
C Company Featuring Terry Nelson,4,,,,,,,
The James Boys,4,,,,,,,
Rev. Martin Luther King, Jr.,4,,,,,,
The Blades Of Grass,4,,,,,,,
John Gary,4,,,,,,,
Mitch Miller,4,,,,,,,
David Seville,4,,,,,,,
Gera MX + Christian Nodal,4,,,,,,,
Moneybagg Yo Featuring BIG30,4,,,,,,,
Kanye West Featuring PARTYNEXTDOOR,4,,,,,,,
Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble,4,,,,
Enrique Iglesias Featuring Romeo Santos,4,,,,,,,
L.F.O. (Lyte Funky Ones) (Featuring Kayo),4,,,,,,,
Chris Brown Featuring Benny Benassi,4,,,,,,,
MC Skat Kat & The Stray Mob,4,,,,,,,
Freddy Cannon & The Belmonts,4,,,,,,,
Philadelphia International All Stars,4,,,,,,,
Julie,4,,,,,,,
Duke & The Drivers,4,,,,,,,
Ronnie Love And His Orchestra,4,,,,,,,
Anacostia,4,,,,,,,
Ballin' Jack,4,,,,,,,
Mavis Staples,4,,,,,,,
Larry Williams & Johnny Watson,4,,,,,,,
Debbie Dovale,4,,,,,,,
The Megatons,4,,,,,,,
Jack Eubanks,4,,,,,,,
Paul Chaplain and his Emeralds,4,,,,,,,
Boyd Bennett,4,,,,,,,
Toni Arden,4,,,,,,,
6ix9ine & Nicki Minaj,4,,,,,,,
Future Featuring YoungBoy Never Broke Again,4,,,,,,,
Lil Yachty Featuring Migos,4,,,,,,,
Ugly God,4,,,,,,,
"Timbaland Featuring Missy ""Misdemeanor"" Elliott & Magoo",4,,,,,,,
Eminem Featuring Sia,4,,,,,,,
QT,4,,,,,,,
Gary Portnoy,4,,,,,,,
Alessi,4,,,,,,,
Houston Person,4,,,,,,,
Lale Anderson,4,,,,,,,
Cochise,4,,,,,,,
Ronnie Spector,4,,,,,,,
The Checkmates, Ltd. Featuring Sonny Charles,4,,,,,,
Marva Whitney,4,,,,,,,
The Nightcrawlers,4,,,,,,,
Sam & Bill,4,,,,,,,
The San Remo Golden Strings,4,,,,,,,
The Sunglows,4,,,,,,,
Donna Lynn,4,,,,,,,
The Smothers Brothers,4,,,,,,,
The Blue Notes,4,,,,,,,
Lil Baby Featuring Future,4,,,,,,,
Avicii Featuring Aloe Blacc,4,,,,,,,
Lord Huron,4,,,,,,,
Meek Mill Featuring Tory Lanez,4,,,,,,,
Pitbull Featuring Flo Rida & LunchMoney Lewis,4,,,,,,,
Kanye West Featuring Lil Wayne,4,,,,,,,
Xzibit Featuring Keri Hilson,4,,,,,,,
Ms. Jade,4,,,,,,,
Baha Men With Imani Coppola,4,,,,,,,
Jeru The Damaja,4,,,,,,,
Miki Howard,4,,,,,,,
Glenn Medeiros (Featuring The Stylistics),4,,,,,,,
The California Raisins,4,,,,,,,
Julian Cope,4,,,,,,,
Jennifer Warnes/Chris Thompson,4,,,,,,,
Jay Black,4,,,,,,,
Nancy Brooks,4,,,,,,,
Sarah Dash,4,,,,,,,
Karen Nelson And Billy T,4,,,,,,,
Fabulous Counts,4,,,,,,,
Kenny Karen,4,,,,,,,
The Fabulous Rhinestones,4,,,,,,,
Isaac Hayes & David Porter,4,,,,,,,
The Jazz Crusaders,4,,,,,,,
Ruby Winters,4,,,,,,,
Tompall & The Glaser Brothers,4,,,,,,,
John Roberts,4,,,,,,,
Sally Field,4,,,,,,,
Ike & Tina Turner Featuring Tina,4,,,,,,,
OG Maco Featuring 2 Chainz,4,,,,,,,
Paul Wall Featuring Jermaine Dupri,4,,,,,,,
Lloyd Banks Featuring 50 Cent,4,,,,,,,
Nas Featuring Olu Dara,4,,,,,,,
Kelly Price & Friends,4,,,,,,,
Blair,4,,,,,,,
1 Of The Girls,4,,,,,,,
Sinitta,4,,,,,,,
John Lennon & The Plastic Ono Band,4,,,,,,,
Isle Of Man,4,,,,,,,
John Denver & Sylvie Vartan,4,,,,,,,
Jim Hurt,4,,,,,,,
Keith Herman,4,,,,,,,
Fabulous Poodles,4,,,,,,,
Gabriel,4,,,,,,,
Simon Stokes,4,,,,,,,
Lena Zavaroni,4,,,,,,,
David Blue,4,,,,,,,
Lee Morgan,4,,,,,,,
April Stevens & Nino Tempo,4,,,,,,,
Jivin' Gene And The Jokers,4,,,,,,,
Bobby Vee and The Shadows,4,,,,,,,
Augie Rios,4,,,,,,,
Johnny Otis,4,,,,,,,
Cochise & $NOT,4,,,,,,,
DJ Khaled Featuring Meek Mill, J Balvin, Lil Baby & Jeremih,4,,,,,
Lil Yachty Featuring NBA YoungBoy,4,,,,,,,
SOB X RBE,4,,,,,,,
Loren Allred,4,,,,,,,
Drake Featuring Giggs,4,,,,,,,
The Weeknd Featuring Lana Del Rey,4,,,,,,,
Empire Cast Featuring Jussie Smollett & Yazz,4,,,,,,,
Ludacris Featuring Kelly Rowland,4,,,,,,,
Tinie Tempah Featuring Wiz Khalifa,4,,,,,,,
The-Dream Featuring Mariah Carey,4,,,,,,,
The Fratellis,4,,,,,,,
Trina,4,,,,,,,
Brooklyn Bounce,4,,,,,,,
Damage,4,,,,,,,
MC Luscious Featuring Kinsui,4,,,,,,,
Brady Seals,4,,,,,,,
Clubland Featuring Zemya Hamilton,4,,,,,,,
The Commitments,4,,,,,,,
Frankie Valli & Chris Forde,4,,,,,,,
T.M.G.,4,,,,,,,
Al Downing,4,,,,,,,
Andy & David Williams,4,,,,,,,
Dorothy Norwood,4,,,,,,,
Jimmy Witter,4,,,,,,,
Rosie,4,,,,,,,
Nolan Porter,4,,,,,,,
Della Humphrey,4,,,,,,,
The Van Dykes,4,,,,,,,
Ronnie Carroll,4,,,,,,,
Rocky Olson,4,,,,,,,
Diplo, French Montana & Lil Pump Featuring Zhavia Ward,4,,,,,,
Chedda Da Connect,4,,,,,,,
G-Eazy Featuring Remo,4,,,,,,,
Artists Stand Up To Cancer,4,,,,,,,
Mercedes Featuring Master P,4,,,,,,,
Rufus Blaq,4,,,,,,,
Charm Farm,4,,,,,,,
Jimmy Somerville,4,,,,,,,
One To One,4,,,,,,,
Pousette-Dart Band,4,,,,,,,
Lazy Racer,4,,,,,,,
Taka Boom,4,,,,,,,
John Davis And The Monster Orchestra,4,,,,,,,
Kevin Lamb,4,,,,,,,
Kacey Cisyk/Original Cast,4,,,,,,,
Laverne & Shirley,4,,,,,,,
American Flyer,4,,,,,,,
Broadway,4,,,,,,,
Berlin Philharmonic,4,,,,,,,
Michael Redway,4,,,,,,,
Thomas & Richard Frost,4,,,,,,,
Bobby Hatfield,4,,,,,,,
Every Father's Teenage Son,4,,,,,,,
